Slug,Finance Id,Location Id,Location Name,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,Core Industry,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,Starting Mrr,Lifetime Value,FIRST_MRR_MONTH,Practice Management Software,Integrations,ONBOARDING_HANDOFF_DATE,Starting Bundle,End Bundle,Churn or Retain,Churn Month,lifetime in Month,Week 1 Cases,Week 2 Cases,Week 3 Cases,Week 4 Cases,Week 5 Cases,Week 6 Cases,Week 7 Cases,Week 8 Cases,Week 9 Cases,Week 10 Cases,Week 11 Cases,Week 12 Cases,Reason Billing,Reason Phone System,Reason Data Sync,First Usage Report Month,Inbound Sms Count,Outbound Sms Count,Inbound Call Count,Outbound Call Count,FIRST_MISSED_CALL_SMS_COUNT,Manual Messages Sms Count,Automated Sms Sent Count,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,Inbound Sms Count Activated,Outbound Sms Count Activated,Automated Sms Sent Count Activated,Manual Messages Sms Count Activated,Inbound Call Count Activated,Outbound Call Count Activated,BundleType,First Month SWAT Cases,PMS_Group,Reason Billing Flag,Reason Phone System Flag,Reason Data Sync Flag,split,y_true,y_proba,y_pred,threshold_used,p_churn,business_risk_index,rank_by_p,rank_by_bri
s00211043,211043.0,c00c453d-8e76-474c-a087-30e797755738,SONORA DENTAL GROUP,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-06,493.01,10353.21,2024-02-29,softdent,softdent,2024-02-06,WeaveCore - Elite,WeaveCore - Elite,Retain,,21.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-02-01,295.0,1189.0,55.0,0.0,0.0,0.0,712.0,True,False,False,1,1,1,0,1,0,core bundle,3.0,Others,0,0,1,all,0,0.1891891891891892,0,0.3333333333333333,0.1891891891891892,0.12317587837837837,1057,1185
s00441550,441550.0,e192fd70-59eb-4a58-b06c-34b22457134d,O'Connell & Rodriguez Family Dental,Single,Single,Dental,Dental,,False,False,single,2024-03-11,302.31,6046.2,2024-03-31,dentrixg5,dentrixg5,2024-03-11,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-03-01,331.0,671.0,488.0,402.0,0.0,0.0,523.0,True,False,True,1,1,1,0,1,1,plus bundle,5.0,EOD pms,0,1,0,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3707,3691
s00275861,275861.0,6a65dde3-8fb1-46ab-a5af-f8ea0ef24010,Morgan Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-03-01,287.47,12608.4,2024-03-31,dentrixg5,dentrixg5,2024-03-21,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,1.0,0.0,2024-03-01,168.0,451.0,344.0,430.0,0.0,0.0,0.0,True,False,True,1,1,0,0,1,1,plus bundle,1.0,EOD pms,0,1,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3382,3338
s00510490,510490.0,73fea673-a3ea-4181-acb7-2f737875c771,Rio Grande Veterinary Clinic,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-02-13,389.47,10815.58,2024-02-29,shepherd,shepherd,2024-05-02,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,25.0,13.0,210.0,119.0,0.0,0.0,0.0,False,True,True,1,1,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1670,1968
s00033493,33493.0,b463f31a-8351-46f0-ad79-f1620005934c,Star City Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-09,651.47,13826.22,2024-02-29,curve,curve,2024-02-16,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,31.0,361.0,1761.0,498.0,0.0,0.0,97.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1671,2365
s00551206,551206.0,6404b976-cae9-4560-8fd1-f7168b63015c,Daniel Wank DDS,Single,Single,Dental,Dental,Dental,False,False,single,2024-03-28,655.44,13253.6669,2024-03-31,dentrixg5,dentrixg5,2024-04-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-04-01,126.0,776.0,843.0,1448.0,0.0,0.0,0.0,True,True,True,1,1,0,0,1,1,plus bundle,2.0,EOD pms,0,0,1,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3708,3692
s00614135,614135.0,f6e15348-3fcb-411d-a7a9-67a51510b521,Aesthetic Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-06-14,644.47,11069.99,2024-06-30,Eaglesoft 18,Eaglesoft 18,2024-07-05,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-01,40.0,324.0,157.0,123.0,52.0,0.0,289.0,True,True,True,1,1,1,0,1,1,plus bundle,1.0,EOD pms,0,0,0,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3709,3693
s00172702,172702.0,32a41112-0a9e-46d7-810c-bf183f47abe6,ALTMARK KIDZ DENTISTRY,Single,Single,Dental,Dental,Dental,False,False,single,2024-06-20,366.92,9011.94,2024-06-30,dentrixg5,dentrixg5,2024-06-24,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Retain,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-06-01,15.0,191.0,0.0,0.0,0.0,11.0,186.0,True,True,True,1,1,1,1,0,0,plus bundle,0.0,EOD pms,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.14327083333333332,1672,1026
s00118827,118827.0,be5f9ea9-5c31-4dac-a8cf-601b3c6eccdc,Bainbridge Eye Care,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-01-22,504.96,11109.12,2024-01-31,Revolution,Revolution,2024-02-28,WeavePlus - Elite,WeavePlus - Elite,Retain,,22.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,51.0,235.0,188.0,164.0,0.0,0.0,196.0,True,True,True,1,1,1,0,1,1,plus bundle,12.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2672,2789
s00171240,171240.0,14ce7494-8648-4eca-bab1-9af6c84ec98a,Lahaina Family Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-25,732.85,11801.6,2024-07-31,pattersonfuse,pattersonfuse,2024-08-02,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,0.0,0.0,3.0,4.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,plus bundle,1.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.3442622950819672,550,458
s00173465,173465.0,300ba256-0095-4c44-aa0b-837905155981,CAPE PEDIATRIC & FAMILY DENTISTRY,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-15,756.82,13736.76,2024-05-31,macpractice,macpractice,2024-06-25,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2024-05-01,103.0,436.0,343.0,220.0,65.0,0.0,384.0,True,True,True,1,1,1,0,1,1,plus bundle,2.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2673,2790
s00653370,653370.0,b09f6f83-908b-4ba2-b6c7-fafa7b9e293b,DeMille MacKay Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-23,1023.83,20107.9,2024-10-31,dentrixg5,dentrixg5,2024-11-08,WeavePlus - Elite,WeavePlus - Elite,Retain,,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2024-10-01,180.0,1361.0,7.0,85.0,0.0,0.0,1051.0,True,True,True,1,1,1,0,0,1,plus bundle,1.0,EOD pms,0,0,1,all,0,0.0,0,0.3333333333333333,0.0,0.0,3839,3839
s00369629,369629.0,8778bbaa-5d6c-4b05-a4ea-aa8e9307714a,South 40 Veterinary Hospital,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-09-18,682.79,9995.06,2024-09-30,ezyvet,ezyvet,2024-10-08,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,151.0,324.0,1510.0,1202.0,62.0,0.0,225.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2674,2791
s00323630,323630.0,54b588b6-0786-4d3d-8c69-d3aa6920ce63,AMERICAN CANYON PEDIATRIC DENTISTRY,Single,Single,Dental,Dental,Pediatric Dentistry,False,False,single,2024-10-10,627.62,8178.06,2024-10-31,Eaglesoft 18,Eaglesoft 18,2024-10-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,36.0,58.0,919.0,525.0,5.0,0.0,5.0,True,True,True,1,1,0,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3383,3339
s00095503,95503.0,4e41b908-b249-44bc-a011-a34af7863a5d,W Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-03,569.57,9547.32,2024-07-31,opendental,opendental,2024-07-09,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,397.0,1480.0,303.0,280.0,0.0,0.0,918.0,True,True,True,1,1,1,0,1,1,plus bundle,2.0,EOD pms,0,0,0,all,0,0.02631578947368421,0,0.3333333333333333,0.02631578947368421,0.011367409539473681,3710,3694
s00212504,212504.0,464d1326-b5d9-413b-b0a8-8e3d0fdde497,Dr. Eric Martin,Single,Single,Dental,Dental,Dental,False,False,single,2024-04-29,295.47,5766.03,2024-04-30,opendental,opendental,2024-05-13,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,2024-04-01,0.0,0.0,67.0,77.0,0.0,0.0,0.0,True,False,True,0,0,0,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.0855019132653061,2675,1489
s00224497,224497.0,42205405-6a4d-4fb5-9735-91cf2de77db9,LITITZ VETERINARY CLINIC,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-04-23,536.1,10322.7,2024-04-30,shepherd,shepherd,2024-06-14,WeavePlus - Pro,WeavePlus - Pro,Retain,,19.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0,,,,2024-05-01,0.0,1.0,13.0,282.0,0.0,0.0,0.0,True,True,True,0,0,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08374999999999999,1673,1606
s00248829,248829.0,0120445a-a546-4384-8238-d2ea953fb81d,Vero Beach Art Of Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-04-10,303.92,5911.28,2024-04-30,Eaglesoft 18,Eaglesoft 18,2024-05-14,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-04-01,8.0,4.0,328.0,82.0,0.0,0.0,0.0,True,False,True,0,0,0,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.0855019132653061,2676,1490
s00031434,31434.0,92de029e-42d1-4d6a-acea-f368955de7e4,Thompson Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-09-10,688.92,9644.88,2024-09-30,dentrixg5,dentrixg5,2024-09-19,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,plus bundle,1.0,EOD pms,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.39590163934426226,551,320
s00550090,550090.0,11d4916e-77c2-489b-bdb3-69e74e4023a5,Physical Therapy & Chiropractic of Melissa,Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-01-03,344.57,7706.76,2024-01-31,prompt,prompt,2024-01-16,WeaveCore - Pro,WeaveCore - Pro,Retain,,22.0,8.0,0.0,4.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,2024-01-01,3.0,1.0,536.0,356.0,0.0,0.0,0.0,False,True,False,0,0,0,0,1,1,core bundle,20.0,Others,0,1,0,all,0,0.1891891891891892,0,0.3333333333333333,0.1891891891891892,0.12358783783783783,1058,1156
s00652155,652155.0,56531a24-f638-4575-afe8-c0c377441823,The Office of Dr. Shiva Shadmand,Single,Single,Dental,Dental,Orthodontic,False,False,single,2024-09-30,417.62,5841.8804,2024-09-30,dolphincloud,dolphincloud,2024-10-21,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,152.0,491.0,283.0,210.0,4.0,4.0,371.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2677,2792
s00092579,92579.0,c6f57465-0d92-4eb4-8432-53f3edd6f1da,Tohill Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-06-24,644.47,5594.59,2024-06-30,dentrixg5,dentrixg5,2024-06-24,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2024-06-01,94.0,598.0,293.0,122.0,75.0,0.0,564.0,True,True,True,1,1,1,0,1,1,plus bundle,5.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3384,3340
s00247984,247984.0,a4d278cf-467d-4256-ba6c-2d12201e1d2d,RIVER BASIN VETERINARY,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-05-09,556.82,10136.76,2024-05-31,navetor,navetor,2024-05-31,WeavePlus - Pro,WeavePlus - Pro,Retain,,18.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-05-01,2.0,9.0,1.0,4.0,0.0,1.0,8.0,True,True,True,0,0,0,0,0,0,plus bundle,5.0,Others,0,1,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.3442622950819672,552,459
s00532058,532058.0,127a51d5-2fb7-4067-8ef0-82ca339d77c0,Optika Eyecare,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-02-29,349.0,7437.72,2024-02-29,Revolution,Revolution,2024-03-01,WeavePlus - Pro,WeavePlus - Pro,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,10.0,39.0,51.0,12.0,33.0,0.0,33.0,True,True,False,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2678,2793
s00515781,515781.0,d66b2ba6-d499-42c1-b863-d6c469b95258,North Bay Modern Dentistry,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-29,531.84,8585.44,2024-07-31,pddsdenticon,pddsdenticon,2024-08-05,WeavePlus - Pro,WeavePlus - Pro,Retain,,16.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,plus bundle,7.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.3442622950819672,553,460
s00558763,558763.0,62731e39-480c-4e5b-99d5-fd864ed4fa63,South Royalton Health Center,Single,Single,Medical,Med-Rehab,Pediatrics,False,False,single,2024-01-29,560.92,10585.0792,2024-01-31,athenahealth,athenahealth,2024-01-30,WeavePlus - Elite,WeavePlus - Elite,Retain,,22.0,9.0,4.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,7.0,0.0,2024-02-01,192.0,1632.0,698.0,398.0,165.0,0.0,165.0,True,True,True,1,1,1,0,1,1,plus bundle,17.0,Others,1,1,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2679,2794
s00249459,249459.0,e7f43fd0-ec53-4f0b-862c-2be86dca360c,Kellie Barnes DDS- Barnes Family Dental,Single,Single,Dental,Dental,Dental,False,False,single,2024-05-23,855.83,12135.94,2024-05-31,dentrixg5,dentrixg5,2024-06-04,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2024-05-01,233.0,683.0,219.0,45.0,92.0,0.0,509.0,True,True,True,1,1,1,0,1,1,plus bundle,9.0,EOD pms,1,0,1,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.0639126801658163,2680,2293
s00525170,525170.0,4a8f339c-2115-4696-84aa-3d09f78cfde8,Total Dentistry of Englewood,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-11,479.53,4865.3093,2024-10-31,Eaglesoft 18,Eaglesoft 18,2024-10-17,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,184.0,1006.0,0.0,0.0,0.0,0.0,867.0,True,False,False,1,1,1,0,0,0,plus bundle,0.0,EOD pms,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.14327083333333332,1674,1027
s00610118,610118.0,d103f228-e8c2-48b2-98d7-b46ccf183e51,Eye Care of Texoma,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-08-05,563.82,8992.3,2024-08-31,Revolution,Revolution,2024-08-19,WeavePlus - Pro,WeavePlus - Pro,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,108.0,362.0,727.0,610.0,316.0,0.0,316.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2681,2795
s00114289,114289.0,32e8dec2-ceb4-4437-a53f-703952a5a372,"Advanced Sleep and Breathing Centers, LLC",Single,Single,Medical,Med-Rehab,Medical - Other,False,False,single,2024-05-21,708.14,9041.28,2024-05-31,advancedmd,advancedmd,2024-05-23,WeavePlus - Elite,WeavePlus - Elite,Retain,,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01,0.0,0.0,101.0,34.0,0.0,0.0,0.0,True,True,True,0,0,0,0,1,1,plus bundle,1.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08374999999999999,1675,1607
s00558024,558024.0,513977e2-444f-4611-b91a-c2b562ca7875,Larch Veterinary Services,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-01-05,532.8,8631.2292,2024-01-31,daysmartvet,daysmartvet,2024-01-05,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,plus bundle,2.0,Others,0,0,0,all,0,0.3442622950819672,1,0.3333333333333333,0.3442622950819672,0.3442622950819672,554,461
s00542399,542399.0,6fa48ade-ede2-4a09-9ed2-bc169b6133e1,GREAT SMILES FAMILY DENTISTRY,Single,Single,Dental,Dental,Dental,False,False,single,2024-07-17,735.76,11848.16,2024-07-31,softdentcloudv2,softdentcloudv2,2024-07-24,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,4.0,9.0,11.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2024-07-01,223.0,876.0,441.0,221.0,0.0,0.0,813.0,True,True,True,1,1,1,0,1,1,plus bundle,31.0,Others,0,0,1,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.06260312499999998,1676,2366
s00622354,622354.0,2cf19169-e28a-4c97-b62c-5db2b0c9ebf7,Clearfinity Eyecare PLLC,Single,Single,Optometry,Optometry,Optometry,False,False,single,2024-04-29,495.47,9543.13,2024-04-30,Revolution,Revolution,2024-05-01,WeavePlus - Pro,WeavePlus - Pro,Retain,,19.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,392.0,3112.0,653.0,367.0,28.0,25.0,1157.0,True,True,True,1,1,1,1,1,1,plus bundle,4.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2682,2796
s00270426,270426.0,a31eae87-da35-43cd-b540-0de1dc864d1d,Mark McClendon Dr,Single,Single,Dental,Dental,Oral Surgery,False,False,single,2024-10-17,644.47,8397.11,2024-10-31,opendental,opendental,2024-10-23,WeavePlus - Elite,WeavePlus - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,57.0,223.0,179.0,129.0,0.0,0.0,162.0,True,True,True,1,1,1,0,1,1,plus bundle,0.0,EOD pms,0,0,0,all,0,0.08928571428571429,0,0.3333333333333333,0.08928571428571429,0.0385679966517857,3385,3341
s00525153,525153.0,87104ab7-5f98-43de-83e6-a3d158ae5c24,Elite Dentistry of Madison,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-01,277.82,5834.22,2024-02-29,,,2024-02-08,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,369.0,724.0,672.0,803.0,0.0,0.0,0.0,True,False,True,1,1,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1677,1969
s00525153,525153.0,87104ab7-5f98-43de-83e6-a3d158ae5c24,Elite Dentistry of Madison,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-01,277.82,5834.22,2024-02-29,,,2024-02-08,WeaveCore - Essentials,WeavePlus - Essentials,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,369.0,724.0,672.0,803.0,0.0,0.0,0.0,True,False,True,1,1,0,0,1,1,core bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08138406249999999,1678,1970
s00525153,525153.0,87104ab7-5f98-43de-83e6-a3d158ae5c24,Elite Dentistry of Madison,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-01,277.82,5834.22,2024-02-29,,,2024-02-08,WeavePlus - Essentials,WeaveCore - Essentials,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,369.0,724.0,672.0,803.0,0.0,0.0,0.0,True,False,True,1,1,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2683,2797
s00525153,525153.0,87104ab7-5f98-43de-83e6-a3d158ae5c24,Elite Dentistry of Madison,Single,Single,Dental,Dental,Dental,False,False,single,2024-02-01,277.82,5834.22,2024-02-29,,,2024-02-08,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,369.0,724.0,672.0,803.0,0.0,0.0,0.0,True,False,True,1,1,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.05557624362244897,2684,2798
s00180701,180701.0,8b785fe1-30d5-4e06-8700-c578b491af43,Frontier Veterinary Clinic,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,single,2024-09-23,591.82,8323.48,2024-09-30,cornerstone,cornerstone,2024-10-11,WeavePlus - Pro,WeavePlus - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,1.0,1.0,1033.0,523.0,0.0,0.0,0.0,True,True,True,0,0,0,0,1,1,plus bundle,0.0,Others,0,0,0,all,0,0.16666666666666666,0,0.3333333333333333,0.16666666666666666,0.08374999999999999,1679,1608
s3468,3468.0,120c3276-bd8a-4752-8cac-f0ff0d329d71,Valley Implants & Periodontics,Single,Single,Dental,Dental,Periodontic,False,False,single,2024-03-21,584.82,11867.4,2024-03-31,dentrixg5,dentrixg5,2024-03-28,WeavePlus - Pro,WeavePlus - Pro,Retain,,20.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-03-01,3.0,21.0,54.0,47.0,15.0,0.0,15.0,True,True,True,0,1,1,0,1,1,plus bundle,3.0,EOD pms,0,1,0,all,0,0.14795918367346939,0,0.3333333333333333,0.14795918367346939,0.09832720025510201,2685,1348
