SLUG,FINANCE_ID,LOCATION_ID,LOCATION_NAME,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,CORE_INDUSTRY,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,STARTING_MRR,LIFETIME_VALUE,FIRST_MRR_MONTH,PRACTICE_MANAGEMENT_SOFTWARE,INTEGRATIONS,ONBOARDING_HANDOFF_DATE,STARTING_BUNDLE,END_BUNDLE,CHURN_OR_RETAIN,CHURN_MONTH,LIFETIME_MONTHS,WEEK_1_CASES,WEEK_2_CASES,WEEK_3_CASES,WEEK_4_CASES,WEEK_5_CASES,WEEK_6_CASES,WEEK_7_CASES,WEEK_8_CASES,WEEK_9_CASES,WEEK_10_CASES,WEEK_11_CASES,WEEK_12_CASES,REASON_BILLING,REASON_PHONE_SYSTEM,REASON_DATA_SYNC,FIRST_USAGE_REPORT_MONTH,FIRST_INBOUND_SMS_COUNT,FIRST_OUTBOUND_SMS_COUNT,FIRST_INBOUND_CALL_COUNT,FIRST_OUTBOUND_CALL_COUNT,FIRST_MISSED_CALL_SMS_COUNT,FIRST_MISSED_TEXT_SMS_COUNT,FIRST_AUTOMATED_SMS_COUNT,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,SWAT_CASE_ID,SWAT_CASE_STATUS,SWAT_CASE_CREATED_DATE,SWAT_CANCEL_SUMMARY,SWAT_CANCELLATION_REASON,SWAT_CANCELLATION_SUBREASON
s00629831,629831.0,1b63c13f-fc3e-4fe1-bd91-f94f6021fff0,King Oral Surgery - Camp Springs,Multi,Multi,Dental,Dental,Oral Surgery,False,False,databeta-child,2024-06-24,651.47,11188.99000,2024-06-30,Dentrix Ascend,,2024-07-29,WeavePlus - Elite,WeavePlus - Elite,Retain,,17.0,3.0,2.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-06-01,0.0,0.0,2.0,2.0,0.0,0.0,0.0,True,True,True,,,,,,
s00629868,629868.0,23eed4ed-23b5-4c48-bd6c-76ec4253088c,One Bethesda Dental Center,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-07-30,665.47,9466.37000,2024-07-31,Dentrix G6.2-7,,2024-08-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-01,7.0,8.0,32.0,23.0,0.0,0.0,0.0,True,True,True,,,,,,
s00649046,649046.0,091ffcf9-8b59-42b8-a9fc-fe0152c47583,"Jozelle H. Diaz, FNP-C / Revivaluxe",Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,,252.12,2512.58000,2024-09-30,Tebra,,2024-09-13,WeaveCore - Pro,WeaveCore - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,146.0,344.0,51.0,15.0,0.0,46.0,46.0,False,False,True,,,,,,
s00520104,520104.0,1f2b70f8-26e5-4dee-9abc-01b85a9a8818,Dental Total - Country Walk,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-08-20,607.02,9162.30000,2024-08-31,Open Dental,,2024-10-01,WeavePlus - Elite,WeavePlus - Elite,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2024-08-01,0.0,5.0,0.0,0.0,0.0,0.0,0.0,True,True,True,,,,,,
s00643594,643594.0,f303f6e4-a38b-4798-a8d3-17c6bf3d1b26,Loving Care Pet Hospital,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,single,,456.82,7173.40300,2024-08-31,Neo (IDEXX),,2024-08-27,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,2.0,2.0,620.0,237.0,0.0,0.0,0.0,False,True,True,,,,,,
s00558045,558045.0,4fa5e4a1-5458-41c9-8419-48bef29afd0a,Roots Endodontics,Single,Single,Dental,Dental,Endodontics,False,False,single,2024-02-01,411.92,8787.12000,2024-02-29,TDO,,2024-02-23,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,2024-01-01,0.0,0.0,3.0,0.0,0.0,0.0,0.0,True,False,False,,,,,,
s00426879,426879.0,6760bf48-4ab0-4fe6-8c52-f1100fa2f063,Rhodes Physical Therapy of CA APC,Single,Single,Other,Other,Physical Therapy,False,False,single,,356.82,4995.48000,2024-09-30,WebPT,,2024-09-17,WeaveCore - Pro,WeaveCore - Pro,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,155.0,233.0,351.0,193.0,105.0,0.0,105.0,False,True,True,,,,,,
s00608635,608635.0,8cc25857-741c-494f-9cc9-02bf621fd103,Sweetwater Dermatology,Single,Single,Veterinary,Veterinary,Dermatology,False,False,single,2024-06-20,351.31,5321.54000,2024-06-30,EZDERM,,2024-07-08,WeaveCore - Pro,WeaveCore - Pro,Retain,,17.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,2024-06-01,9.0,20.0,36.0,66.0,12.0,0.0,12.0,False,True,True,,,,,,
s00622103,622103.0,0e3205d9-a79e-4f14-bdb0-898b82967f19,Advanced Internal Medicine,Multi,Multi,Medical,Med-Rehab,Medical - Other,False,False,databeta-child,2024-05-16,356.82,6536.76000,2024-05-31,eClinicalWorks,,2024-06-17,WeaveCore - Pro,WeaveCore - Pro,Retain,,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,2.0,1.0,1191.0,182.0,0.0,0.0,0.0,False,True,True,,,,,,
s00564291,564291.0,fa2784d1-21d6-45c8-b4ef-f2aaa5dc79f1,Rocky Top ENT & Allergies PLLC-Crossville,Multi,Multi,Medical,Med-Rehab,Medical - Other,False,False,databeta-child,2024-02-29,240.47,5049.87000,2024-02-29,eClinicalWorks,,2024-03-29,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,21.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-03-01,13.0,0.0,471.0,277.0,0.0,0.0,0.0,False,False,True,,,,,,
s00550765,550765.0,a4e1f17f-9ba9-4eac-beb9-c4f79a2a749e,Advocare Integrative Behavioral Health,Multi,Multi,Medical,Med-Rehab,Mental Health,False,False,single,2024-02-20,304.47,6523.07000,2024-02-29,eClinicalWorks,,2024-02-28,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2024-02-01,54.0,71.0,170.0,63.0,26.0,0.0,26.0,False,True,True,,,,,,
s00288756,288756.0,f3fdd30f-cebb-4bac-a2e8-6fd78995e3fb,Aurora - Pratt 2020 Eyecare,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-03-20,563.82,10175.56000,2024-03-31,Unknown (DO NOT SELECT UNLESS YOU DO NOT KNOW),,2025-01-28,WeavePlus - Pro,WeavePlus - Pro,Retain,,20.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-03-01,6.0,3.0,526.0,230.0,0.0,0.0,0.0,True,True,True,,,,,,
s00653272,653272.0,6da68d0c-0b13-4c92-9dbd-84c4ff40259f,Teachable Moments Therapy Group,Single,Single,Medical,Med-Rehab,Mental Health,False,False,single,,407.43,5296.59000,2024-10-31,Therapy Notes,,2025-03-21,WeaveCore - Elite,WeaveCore - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-11-01,96.0,69.0,454.0,164.0,0.0,0.0,0.0,False,True,True,,,,,,
s00630128,630128.0,b347df3e-d07d-4777-8ade-c4ff2cdd60a6,Kashif Anwar M.D. - Crowley,Multi,Multi,Medical,Med-Rehab,Pediatrics,False,False,databeta-child,2024-06-05,389.47,6734.99000,2024-06-30,Epic,,2024-06-21,WeaveCore - Pro,WeaveCore - Pro,Retain,,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-01,106.0,199.0,399.0,464.0,130.0,0.0,130.0,False,True,True,,,,,,
s00563093,563093.0,7dac0437-dd09-438e-b3f5-f70f3fbed94d,Dr. Kavita Patel,Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-01-29,321.92,5125.54000,2024-01-31,Jane,,2024-01-29,WeaveCore - Pro,WeaveCore - Pro,Retain,,22.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,2024-02-01,39.0,19.0,35.0,7.0,0.0,0.0,0.0,False,True,True,,,,,,
s00579524,579524.0,be55c67e-0099-488d-a81a-43b38fd35cb7,ZENA Aesthetics & Wellness,Single,Single,Medical,Med-Rehab,Primary Care,False,False,single,2024-08-16,356.82,5409.30000,2024-08-31,Prospyr EMR,,2024-08-23,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,3.0,4.0,123.0,37.0,0.0,0.0,0.0,False,True,True,,,,,,
s00534405,534405.0,97d2b267-ab6f-464d-8476-6d3ef17d4c81,OM 3 - Smokey Point,Multi,Multi,Dental,Dental,Oral Surgery,False,False,databeta-child,2024-04-01,756.84,14512.61070,2024-04-30,DSN,,2024-07-31,WeavePlus - Elite,WeavePlus - Elite,Retain,,19.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-01,9.0,2.0,1158.0,645.0,0.0,0.0,0.0,True,True,False,,,,,,
s00643095,643095.0,0f64a580-a737-4a91-9061-bdd205ebe70e,Auburn Family Dentistry,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-09-23,863.84,12131.76000,2024-09-30,Eaglesoft 18/19/20/21,,2024-10-16,WeavePlus - Elite,WeavePlus - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,0.0,1.0,135.0,173.0,0.0,0.0,0.0,True,True,True,,,,,,
s00549917,549917.0,e5c1d23d-e7e3-4335-9e8f-4e0f4bcd4b10,South Texas Skin Cancer Center - CVO,Multi,Multi,Medical,Med-Rehab,Other,False,False,databeta-child,2024-02-02,606.82,11398.50000,2024-02-29,Modernizing Medicine,,2024-03-29,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,6.0,5.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,2024-02-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,True,False,,,,,,
s00564721,564721.0,610cc16f-c446-4d38-bf6a-9d5fff809fb5,Northern California Cornea Associates - Walnut Creek Office,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-03-13,679.47,13319.55000,2024-03-31,Modernizing Medicine,,2024-03-27,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,343.0,419.0,1874.0,844.0,0.0,189.0,189.0,True,True,True,,,,,,
s00363201,363201.0,7f1239c6-1e34-4274-8474-ee1288c528e8,56221 Lake Geneva Pediatrics,Enterprise,Enterprise,Dental,Dental,,False,False,databeta-child,2024-07-09,406.82,6509.12000,2024-07-31,Dentrix Enterprise,,2024-09-09,WeavePlus - Pro,WeavePlus - Pro,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,0.0,0.0,750.0,0.0,0.0,0.0,0.0,False,True,False,,,,,,
s00446889,446889.0,e069f66b-fb52-4c11-89f4-72ec88beb54f,SCOR Physical Therapy,Single,Single,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-01-24,456.82,10218.34000,2024-01-31,WebPT,,2024-02-09,WeaveCore - Elite,WeaveCore - Elite,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2024-01-01,22.0,22.0,23894.0,349.0,0.0,0.0,0.0,False,True,True,,,,,,
s00542480,542480.0,01b91914-2f7e-42bc-b616-f19b00a3a8a5,Dental Associates of Boca Raton - Boca Raton,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-08-27,806.02,12147.30000,2024-08-31,Eaglesoft 17,,2024-10-09,WeavePlus - Elite,WeavePlus - Elite,Retain,,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-01,401.0,1330.0,746.0,570.0,42.0,0.0,1172.0,True,True,True,,,,,,
s00623099,623099.0,69270fd3-e91b-4688-b551-0ee54af8959b,Lubbock Primary Care - University Ave,Multi,Multi,Medical,Med-Rehab,Primary Care,False,False,single,2024-04-30,863.94,19503.31000,2024-04-30,Other (If not listed fill out Slack Workflow #partner-request),,2024-04-30,WeaveCore Software Only - Elite,WeaveCore Software Only - Elite,Retain,,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-05-01,56.0,159.0,7.0,0.0,0.0,0.0,0.0,False,False,False,,,,,,
s00092308,92308.0,e5799915-1a82-4cf1-bceb-377946d1ea97,Mission Hills Family Dentistry,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,,285.02,4835.32000,2024-07-31,Eaglesoft 18/19/20/21,,,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,0.0,1.0,69.0,3.0,0.0,0.0,0.0,True,False,True,,,,,,
s00419793,419793.0,34fdc3ef-cbb6-454d-866f-0aa220ad64f2,The Junction Family Dental,Multi,Multi,Dental,Dental,,False,False,databeta-child,2024-05-22,606.82,4626.26000,2024-05-31,Dentrix Ascend,,2024-05-21,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Retain,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,,,,2024-05-01,28.0,186.0,3.0,0.0,0.0,0.0,107.0,True,False,False,,,,,,
s00646795,646795.0,cb371c29-f5bf-4121-93cc-e253d52417df,Healthy Smiles - Portage,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-08-20,607.02,9162.30000,2024-08-31,Eaglesoft 18/19/20/21,,2024-09-09,WeavePlus - Elite,WeavePlus - Elite,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,90.0,339.0,666.0,3.0,142.0,0.0,308.0,True,True,True,,,,,,
s00549506,549506.0,874bd216-bacf-4d52-8626-5df61c2fa5fe,Englewood Pediatrics,Multi,Mid Market,Dental,Dental,Pediatrics,False,False,databeta-child,2024-04-30,487.02,9490.98000,2024-04-30,eClinicalWorks,,2024-06-26,WeaveCore - Elite,WeaveCore - Elite,Retain,,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,31.0,48.0,616.0,68.0,0.0,0.0,0.0,False,True,True,,,,,,
s00558829,558829.0,845794ec-2420-41bb-bbf3-45173e4795cd,Best Smile Cosmetic Dentistry - Miramar,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-02-06,656.02,14771.42000,2024-02-29,Dentrix G7,,2024-03-18,WeavePlus - Elite,WeavePlus - Elite,Retain,,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2024-02-01,17.0,69.0,743.0,765.0,0.0,0.0,0.0,True,True,True,,,,,,
s00564902,564902.0,135cd575-ec0d-48cd-b7ee-3c5036dbd7bb,Zenith Behavior Health and Wellness,Single,Single,Medical,Med-Rehab,Mental Health,False,False,single,2024-02-27,186.92,4376.82000,2024-02-29,AdvancedMD,,2024-02-27,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,21.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02-01,12.0,2.0,8.0,4.0,0.0,0.0,0.0,False,False,True,,,,,,
s00519213,519213.0,822d2b51-531e-4c7a-9157-931574e1f20a,Lincoln Family Dental Group,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-01-18,452.51,8173.22000,2024-01-31,Open Dental,,2024-01-19,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-01,108.0,282.0,307.0,335.0,0.0,0.0,244.0,True,True,True,,,,,,
s00610138,610138.0,bf7e8158-bf23-481d-9599-ae238adf7c35,Robert Friedman MD PC,Single,Single,Optometry,Optometry,Ophthalmology,False,False,single,2024-04-09,233.03,4388.43660,2024-04-30,Modernizing Medicine,,2024-04-11,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,19.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2024-04-01,105.0,216.0,1368.0,804.0,41.0,0.0,41.0,False,True,True,,,,,,
s00331605,331605.0,5bddc052-211a-4c75-90aa-f208dc23eb40,KATRINA LEE,Single,Single,Other,Other,Physical Therapy,False,False,single,2024-02-12,380.02,6821.82000,2024-02-29,TheraOffice,,2024-03-26,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,21.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2024-02-01,21.0,27.0,591.0,217.0,0.0,0.0,0.0,False,False,True,,,,,,
s00629300,629300.0,a577c481-4bd7-40ae-b550-b33ed396d288,Harte Orthodontics - Livingston,Multi,Multi,Dental,Dental,Orthodontic,False,False,databeta-child,2024-09-05,620.82,8940.00000,2024-09-30,Ortho II Edge (cloud),,2024-09-19,WeaveCore - Elite,WeaveCore - Elite,Retain,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,5.0,5.0,289.0,154.0,0.0,0.0,0.0,False,True,True,,,,,,
s00278167,278167.0,92071c06-61d9-4208-b629-a88672f04ff8,Vienna Periodontics and Implant Surgery - Centreville,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-03-11,287.47,5749.40000,2024-03-31,Dentrix Ascend,,2024-05-15,WeavePlus - Essentials,WeavePlus - Essentials,Retain,,20.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-03-01,1.0,0.0,133.0,6.0,0.0,0.0,0.0,True,True,True,,,,,,
s00557536,557536.0,438077ba-10ff-4dcb-a0aa-ff3efe696d0d,Tax Resolution Group,Multi,Multi,Other,Home Services,Other,False,False,databeta-child,2024-04-17,346.10,6575.90000,2024-04-30,Other (If not listed fill out Slack Workflow #partner-request),,2024-05-28,WeaveCore - Elite,WeaveCore - Elite,Retain,,19.0,1.0,2.0,3.0,0.0,4.0,3.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,2024-04-01,33.0,90.0,171.0,134.0,62.0,0.0,62.0,False,True,True,,,,,,
s00307989,307989.0,801cd810-24a8-4997-84fb-6f54cf62b866,Prosthodontic Dental Group - Yuba,Enterprise,Enterprise,Dental,Dental,Prosthodontic,False,False,databeta-child,2024-01-19,-92.18,8916.04000,2024-01-31,Open Dental,,2024-02-23,,,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,,,,,,
s00067655,67655.0,c0b5a052-070b-4441-b84b-2d0b250e55ba,Pirraglia Chiropractic & Athletic Performance Enhancement,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,single,2024-03-13,321.92,5251.80000,2024-03-31,Office Ally,,2024-05-28,WeaveCore - Pro,WeaveCore - Pro,Retain,,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-03-01,261.0,465.0,30.0,1.0,18.0,93.0,111.0,False,True,True,,,,,,
s00629707,629707.0,0544121a-c4b0-40fe-addb-5d725f4dc8ea,Garden State Pain Management,Single,Single,Medical,Med-Rehab,Other,False,False,single,2024-06-10,328.92,5692.98520,2024-06-30,Advanced Data Systems,,2024-08-15,WeaveCore - Pro,WeaveCore - Pro,Retain,,17.0,3.0,3.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,2024-06-01,266.0,753.0,1434.0,766.0,479.0,0.0,479.0,False,True,True,,,,,,
s00369211,369211.0,5bfe2250-827d-445a-ba21-80718e78fdcf,TLC Animal Hospital Woonsocket,Multi,Multi,Veterinary,Veterinary,,False,False,databeta-child,,132.32,2317.12000,2024-07-31,Neo (IDEXX),,2024-07-22,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,3.0,3.0,101.0,7.0,0.0,0.0,0.0,False,False,True,,,,,,
s00513184,513184.0,a79b9921-9618-4ebe-a5ec-d1f5d65ad114,Endodontic Solutions,Single,Single,Dental,Dental,Dental,False,False,single,2024-10-14,510.02,3950.26000,2024-10-31,TDO,,2024-10-17,WeaveCore - Essentials,WeaveCore - Essentials,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,88.0,377.0,575.0,495.0,0.0,0.0,0.0,False,False,True,,,,,,
s00604644,604644.0,ba8a1c3c-4230-4f5a-8499-6d79b35a73d4,Northwest Hearing - Gig Harbor,Multi,Multi,Medical,Med-Rehab,Audiology,False,False,databeta-child,2024-08-30,477.82,6960.70000,2024-08-31,Blueprint,,2024-09-09,WeaveCore - Pro,WeaveCore - Pro,Retain,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-09-01,8.0,1.0,211.0,137.0,0.0,0.0,0.0,False,True,True,,,,,,
s00534445,534445.0,f610ad4a-6972-48d5-9745-f750df3e6d4f,Redmond Oral Surgery,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-01-22,384.40,8336.87550,2024-01-31,DSN,,2024-01-22,WeavePlus - Pro,WeavePlus - Pro,Retain,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-02-01,53.0,154.0,80.0,0.0,0.0,0.0,141.0,True,True,True,,,,,,
s00652008,652008.0,e44b7a9d-3533-43a9-b55a-dec25304bc92,Skin Renew & Laser Center,Multi,Multi,Medical,Med-Cosmetic,Med Spa,False,False,databeta-child,2024-10-14,322.12,4604.56000,2024-10-31,Boulevard,,2024-10-16,WeaveCore - Elite,WeaveCore - Elite,Retain,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,8.0,3.0,306.0,79.0,0.0,0.0,0.0,False,True,True,,,,,,
s00563299,563299.0,1d99ef95-41bc-454e-a9cc-26f3eb7f8a1a,Lucky Dog Mobile Groomers,Multi,Mid Market,Veterinary,Veterinary,Other,True,False,single,2024-02-23,356.82,7493.22000,2024-02-29,Unknown (DO NOT SELECT UNLESS YOU DO NOT KNOW),,2024-02-23,WeaveCore - Pro,WeaveCore - Pro,Retain,,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-01,2.0,4.0,25.0,10.0,0.0,0.0,0.0,False,True,True,,,,,,
s00298788,298788.0,4de9a01f-7bf9-4bfc-8611-8b58a6484981,DERMATOLOGY AND SKIN CARE ASSOCIATES,Single,Single,Other,Other,Dermatology,False,False,single,2024-03-22,168.92,3378.40000,2024-03-31,Epic,,2024-03-22,WeaveCore Software Only - Essentials,WeaveCore Software Only - Essentials,Retain,,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-03-01,9.0,6.0,2.0,0.0,0.0,0.0,0.0,False,False,False,,,,,,
s00609777,609777.0,59fdcf84-884a-4794-82bc-9f18812dfdf6,Plaza Pointe Dental Specialists,Multi,Multi,Dental,Dental,Dental,False,False,databeta-child,2024-03-14,466.06,10170.94640,2024-03-31,Open Dental,,2024-04-02,WeavePlus Software Only - Elite,WeavePlus Software Only - Elite,Retain,,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-03-01,40.0,269.0,34.0,136.0,0.0,0.0,199.0,True,False,False,,,,,,
s00276920,276920.0,e4afada2-503d-46df-b0f9-67149cf8206f,Urban Eyes Optical,Multi,Multi,Optometry,Optometry,Optometry,False,False,databeta-child,2024-03-06,681.92,25772.20000,2024-03-31,Crystal PM,,2024-05-15,WeavePlus - Elite,WeavePlus - Elite,Retain,,20.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-03-01,9.0,12.0,266.0,934.0,0.0,0.0,0.0,True,True,True,,,,,,
s00630245,630245.0,5995d309-1b13-4b49-8f98-cd5516fd3071,Precision Sports Physical Therapy - Sunnyvale,Multi,Multi,Medical,Med-Rehab,Physical Therapy,False,False,single,2024-06-24,546.92,9537.64000,2024-06-30,TheraOffice,,2024-07-10,WeaveCore - Elite,WeaveCore - Elite,Retain,,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-01,72.0,126.0,104.0,187.0,0.0,0.0,0.0,False,True,True,,,,,,
s00622389,622389.0,650415bc-e555-490a-91b7-e61082855d2e,Re Medspa,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,single,2024-05-13,356.82,6536.76000,2024-05-31,Meevo,,2024-05-27,WeaveCore - Pro,WeaveCore - Pro,Retain,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-05-01,101.0,1108.0,536.0,409.0,0.0,0.0,0.0,False,True,True,,,,,,
