SLUG,FINANCE_ID,LOCATION_ID,LOCATION_NAME,BUSINESS_SEGMENT_BY_HIERARCHY_ACTIVE,BUSINESS_SEGMENT_BY_HIERARCHY_TOTAL,CORE_INDUSTRY,CORE_SUB_INDUSTRY,SPECIALTY,IS_PARENT_ACCOUNT,IS_SATELLITE,LOCATION_TYPE,BILLING_START_DATE,STARTING_MRR,LIFETIME_VALUE,FIRST_MRR_MONTH,PRACTICE_MANAGEMENT_SOFTWARE,INTEGRATIONS,ONBOARDING_HANDOFF_DATE,STARTING_BUNDLE,END_BUNDLE,CHURN_OR_RETAIN,CHURN_MONTH,LIFETIME_MONTHS,WEEK_1_CASES,WEEK_2_CASES,WEEK_3_CASES,WEEK_4_CASES,WEEK_5_CASES,WEEK_6_CASES,WEEK_7_CASES,WEEK_8_CASES,WEEK_9_CASES,WEEK_10_CASES,WEEK_11_CASES,WEEK_12_CASES,REASON_BILLING,REASON_PHONE_SYSTEM,REASON_DATA_SYNC,FIRST_USAGE_REPORT_MONTH,FIRST_INBOUND_SMS_COUNT,FIRST_OUTBOUND_SMS_COUNT,FIRST_INBOUND_CALL_COUNT,FIRST_OUTBOUND_CALL_COUNT,FIRST_MISSED_CALL_SMS_COUNT,FIRST_MISSED_TEXT_SMS_COUNT,FIRST_AUTOMATED_SMS_COUNT,FIRST_APPOINTMENT_REMINDERS_ACCESS,FIRST_MISSED_CALL_TEXT,FIRST_MISSED_TEXT_TEXT,SWAT_CASE_ID,SWAT_CASE_STATUS,SWAT_CASE_CREATED_DATE,SWAT_CANCEL_SUMMARY,SWAT_CANCELLATION_REASON,SWAT_CANCELLATION_SUBREASON,reason_segment
s00080033,80033.0,9a7826d2-7a0c-4e17-95e3-f9d704588d42,Milne brothers roofing,Single,Single,Other,Home Services,Roofing,False,False,,2024-04-04,156.81,156.81000,2024-04-30,Other (If not listed fill out Slack Workflow #partner-request),,2024-04-04,WeaveCore - Essentials,WeaveCore - Essentials,Churn,2024-05-31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-01,76.0,52.0,200.0,11.0,0.0,0.0,0.0,False,False,True,500Ps00000AeCb2IAF,Closed Cancelled,2024-04-30,Roofer signed up with Ooma for $30; he wanted cheaper price and he was not using most of the features. The Mobile App was slow when he tried to load it.,Pricing,Lower Price,1
s00653185,653185.0,be1c2393-fc85-4c40-a958-581c43cddd34,Life Care Wellness LLC,Single,Single,Medical,Med-Rehab,Mental Health,False,False,,,344.57,2067.42000,2024-10-31,CounSol.com,,2024-10-21,WeaveCore - Elite,WeaveCore - Elite,Churn,2025-04-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,211.0,248.0,78.0,82.0,0.0,0.0,0.0,False,True,True,500Ps00000c1WJJIA2,Closed Cancelled,2025-03-24,Rao said that they had had nothing but call quality issues since they started with Weave in October.  Rao was already escalated when I called out so I decided to provide the best customer experience I could moving forward.  He is moving to Vonage for phones and messaging.,Product Issues,Call Quality / Network Compatibility,3
s00610865,610865.0,4cb8862f-442f-4b0c-8c69-2254d9abd0cb,Aaria Dental,Single,Single,Dental,Dental,Dental,False,False,,2024-06-20,487.02,487.02000,2024-06-30,ThriveCloud,,,WeaveCore - Elite,WeaveCore - Elite,Churn,2024-07-31,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-06-01,41.0,58.0,129.0,47.0,20.0,0.0,20.0,False,True,True,500Ps00000DZncfIAD,Closed Cancelled,2024-06-26,This office texted the OB requesting to cancel but didn't give any reason. OB contacted the AE who attempted to reach the office to save the deal. After not being able to reach the office they eventually emailed the OB. The AE got in touch and the office said they'd need to cancel and return the phones,,,3
s00672228,672228.0,318a076c-fab8-427e-b852-3a629adafdfc,VUIM Clinic - Virginia,Single,Multi,Medical,Med-Cosmetic,Integrative/Regenerative Medicine,False,False,,,706.82,2120.46000,2025-05-31,Unified Practice,,2025-05-19,WeaveCore Software Only - Ultimate,WeaveCore Software Only - Ultimate,Churn,2025-08-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-05-01,2.0,3.0,0.0,0.0,0.0,0.0,0.0,False,False,False,500Ps00000oxBsPIAU,Closed Cancelled,2025-07-18,"Reason for Cancelling:
James explained that Weave is a good tool, but it doesn’t integrate with their EHR (Unified Practice). They are planning to switch EHRs and didn’t want to pay for Weave during this transition, especially since it required manual data transfers and didn’t increase efficiency.

Lack of Integration:
Weave’s inability to auto-sync patient data or directly integrate with their current systems limited its usefulness. Features like direct texting and dashboard tools were not fully functional due to these integration issues.

Phone Services:
They didn’t use Weave for phones and already have a phone system that handles basic communication and compliance. Any future phone system would need full integration with their new EHR.

They're considering Athena as a new EHR. I let them know that Weave does have contact sync with Athena, which could improve syncing and functionality.",Consolidating Under PMS,Cost Savings / Duplication of Services,3
s00649449,649449.0,8adc1c7a-34fc-4fd0-aec7-bef44101d993,The Beauti Spa - Boise,Single,Multi,Medical,Med-Cosmetic,Med Spa,False,False,,,287.02,1722.12000,2024-08-31,Boulevard,,2024-09-13,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-02-28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-08-01,1.0,5.0,3.0,1.0,3.0,1.0,4.0,False,True,True,500Ps00000RU9j7IAD,Closed Cancelled,2024-12-27,"deborah wants to cancel for a few account and troubleshooting related issues.
first, she tried to put in her 30-day notice on November 27, but a ces rep did not reach out until decmember 4th. see case 410144. she is upset about that and wanting a refund for both locations for the remaining 2 months.
she is also canceling because she felt lied to during the sales process. she was told all these auto features were going to work and take tasks off her plate, but after weave was all set up she found out their pms does not integrate. so they were never able to use the automated features that she signed up for.",Service,Support,3
s00543542,543542.0,7610a23e-fe3e-44d8-adf1-437f2828fa1d,Allure Elite Medical Spa,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,,2024-07-26,456.82,2284.10000,2024-07-31,Vagaro,,2024-08-05,WeaveCore - Elite,WeaveCore - Elite,Churn,2024-12-31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,500Ps00000QHH7AIAX,Closed Cancelled,2024-12-17,,Other,Billing Shutoff,
s00555439,555439.0,ace6a730-3b74-47f2-b293-f14237d6d741,Aspen Aesthetics + Wellness,Single,Single,Medical,Med-Cosmetic,Med Spa,False,False,,2024-06-26,389.47,1947.35000,2024-06-30,Other (If not listed fill out Slack Workflow #software-object-request),,2024-07-26,WeaveCore - Elite,WeaveCore - Elite,Churn,2024-11-30,5.0,0.0,0.0,0.0,0.0,1.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,,,,2024-06-01,1.0,4.0,0.0,1.0,0.0,0.0,0.0,False,True,True,500Ps00000Kren1IAB,Closed Cancelled,2024-10-25,Office is having issues with the phones and SMS not sending out and they tried to reach out to support but no resolution. They are going to Verizon for $15 per user and she only needs one user. They initiated the port out before notifying us.,Product,Network Compatibility/Call Quality,1
s00189844,189844.0,a7454185-19b4-4ed4-8a12-64dcf345e1a4,Sound Associates NW,Multi,Mid Market,Medical,Med-Rehab,Audiology,False,False,,2024-06-12,288.31,576.62000,2024-06-30,Sycle,,,WeavePlus - Essentials,WeavePlus - Essentials,Churn,2024-08-31,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2024-06-01,0.0,0.0,1.0,2.0,0.0,0.0,0.0,True,False,True,500Ps00000FHBOEIA5,Closed Cancelled,2024-07-26,"This office said they want to cancel the onboarding as they still have issues with the other offices on the account and are not wanting to move forward until those are resolved. Asking AE to help save this.

We had a CSM reach out and they said this location chose to stay with there current system. We were unable to get more info as to why. No word back from the AE when asked if they wanted to try and save it.",,,3
s00675884,675884.0,8c1cc662-03c1-4071-8768-b058cfe127b9,Frogley Speech Therapy,Single,Single,Medical,Med-Rehab,Mental Health,False,False,,2025-05-30,256.24,1024.55250,2025-05-31,No Software (They do not use an EHR/EMR/PMS/CRM),,2025-06-09,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-09-30,4.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-01,4.0,10.0,17.0,13.0,6.0,0.0,6.0,False,True,True,500Ps00000qqzz7IAA,Closed Cancelled,2025-08-04,"Upon starting with us, this office had many phone issues - through the mobile app as they used the soft phone. Calls were consistently dropping, the voicemail was not working, and they would sound robotic. Due to this they never fully implemented using Weave as they had no trust that the calls would work and the patient’s could reach them. Upon further adding things into Weave, they realized the CSV file will not work for them as intended. At this time we have no way to upload a CSV and have family portfolios, as she works with kids this is a must have. They said the customer experience was fantastic but due to the consistent dropped calls and not having family portfolios available, they have to cancel. At this time she doesn’t have a new phone carrier.",Product Issues,Call Quality / Network Compatibility,3
s00564293,564293.0,06aad81d-bc86-49d1-a6ba-94e96ea6ca93,Reverse By Lisa - Wilmington,Single,Multi,Medical,Med-Cosmetic,Med Spa,False,False,databeta-child,2024-02-21,304.47,1826.82000,2024-02-29,Aesthetic Record,,2024-03-07,WeaveCore - Pro,WeaveCore - Pro,Churn,2024-08-31,6.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2024-02-01,13.0,1.0,2.0,0.0,0.0,0.0,0.0,False,True,True,500Ps00000CeHCxIAN,Closed Cancelled,2024-06-10,"Office is moving to RingCentral and adding software features to their PMS Aesthetic Record since they offer encrypted conference calls, multimedia messaging in team chat, and they had issues with texting within our mobile app.",Desired Features/Functionality,Desired Features,1
s00668468,668468.0,43269f04-3e8e-4288-8d67-f382da6ab477,Eternal Beauty Medical Centre,Multi,Multi,Medical,Med-Cosmetic,Med Spa,True,False,single,,260.51,1619.51980,2025-03-31,Jane,,2025-03-18,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-09-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-03-01,98.0,236.0,4.0,21.0,0.0,0.0,0.0,False,True,True,,,,,,,
s00180959,180959.0,31b011d9-06c1-418f-8a6c-36942bdf70ff,SAN BENITO ANIMAL HOSPITAL,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,,2024-02-19,366.92,733.84000,2024-02-29,evetpractice,evetpractice,,WeavePlus Software Only - Pro,WeavePlus Software Only - Pro,Churn,2024-04-30,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-01,2.0,9.0,0.0,0.0,0.0,0.0,0.0,True,False,False,500Ps000008MWPeIAO,Closed Cancelled,2024-03-13,"""There are several issues with how the software connects with Pulse. The schedule does not update when someone checks in. The phone aspects were appealing but because we are not using Weave phones there is no functionality. Also there is a system that is native to our practice management software that meets our needs more completely. Thank you for helping me with the cancellation.""

OB and AE both made attempts to save this account, but office did not feel like to change to Weave made any sense for them considering the things that were already native in their PM, and the few features that don't function as they imagined they",,,3
s00099051,99051.0,0f8ee478-3a4c-4346-8dda-34f57ff15942,Arrow Dog & Cat Hospital,Single,Single,Veterinary,Veterinary,Vet Hospital,False,False,,2024-10-09,556.82,2227.28000,2024-10-31,,,2024-11-01,WeavePlus - Pro,WeavePlus - Pro,Churn,2025-02-28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-10-01,66.0,379.0,642.0,410.0,111.0,0.0,306.0,True,True,True,500Ps00000SqaDoIAJ,Closed Cancelled,2025-01-08,"Office stated that the issues began with onboarding.  The onboarder did not have calls that lasted longer than 5 minutes and were always being rescheduled.  She said it was a nightmare.  Then Tina said that she called into support (end of December) requesting to see if the email campaign she had created had actually been sent to the list of clients. She had added herself on the list of clients to receive the email campaign and she did not receive it.    She said the support agent did a remote session on her computer for over an hour tying up her computer and put her call on hold for that long so she was unable to even tell the agent it was taking too long.  After over an hour, Tina had to hang up the call and ended the session on her computer without any resolution.  She was unable to even tell the agent she needed to hang up because he put her call on hold. She then received an email that the issue was resolved. She said the issue was not resolved and was very upset that she did not get the help she needed.",Service,Onboarding,3
s00454290,454290.0,29b0423a-a227-42ef-91c7-5f12795658e5,Houston Regenerative Therapy,Single,Single,Medical,Med-Rehab,Chiropractic,False,False,,2024-03-26,331.10,1986.60000,2024-03-31,drchrono,drchrono,2024-04-03,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-09-30,6.0,4.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2024-03-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True,True,500Ps00000GvEoDIAV,Closed Cancelled,2024-08-27,"The practice planned to switch to Dr. Chrono and then utilize Weave's services, but their transition to Dr. Chrono fell through and we do not integrate with Eclinical, their new preferred PMS.",Desired Features/Functionality,Non-Compatible Integration,1
s00251790,251790.0,efae0961-4cec-4d7f-9503-34085429d75b,Westcliff Family Dentistry,Single,Single,Dental,Dental,Dental,False,False,,2024-04-09,681.92,2045.76000,2024-04-30,opendental,opendental,,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-07-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-04-01,73.0,623.0,583.0,467.0,171.0,0.0,376.0,True,True,True,500Ps00000CmtBOIAZ,Closed Cancelled,2024-06-12,"Office emailed in saying they wanted to cancel immediately. After OB reached out, we were told they don't feel like Weave fits their needs. They didn't provide any more detail than that, but AE and OB were both unable to save. 

billing since 4/9 (double billed 6/9?)
Shouldn't need a full refund, but requested no further billing on 6/10",,,3
s00663755,663755.0,a7653761-7bc7-4fa4-8db7-fe684756d5fa,Saul H. Lejtman DMD PA,Single,Single,Dental,Dental,Dental,False,False,,,681.92,3409.60000,2024-12-31,dentrixg5,dentrixg5,2025-03-26,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-05-31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-12-01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,True,True,True,500Ps00000fosaHIAQ,Closed Cancelled,2025-04-29,"Office is adding software features to their PMS Dentrix and moving to GoToConnect for communication.  They experienced weeks long issues regarding 10DLC registration which caused disruptions at their practice.  They also thought their onboarder was not thorough enough with them and the entire process was too short, preventing them from seeing all the value and functionality of our features.",Product Issues,10DLC,2
s00120929,120929.0,abd89f1e-4548-42db-a75c-963d2fdf0f2d,DermRight,Single,Single,Medical,Med-Cosmetic,Dermatology,False,False,,2024-05-03,657.80,2072.42000,2024-05-31,drchrono,drchrono,2024-06-26,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-08-31,3.0,3.0,1.0,1.0,0.0,2.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05-01,1466.0,4318.0,2053.0,4071.0,715.0,10.0,3363.0,True,True,True,500Ps00000EJOmYIAX,Closed Cancelled,2024-07-10,Danielle did not want to communicate via phone only email.Gained approval from Jason to close account via said communication. Customer is frustrated with length of time it takes to work with Weave on issues and response times. No save plays to provide.,Service,Support,3
s00079949,79949.0,e9295ab2-acda-4e9e-b018-b6562ce9cc12,Century City Smiles & Orthodontics,Single,Single,Dental,Dental,Dental,False,False,single,2024-08-27,681.92,1363.84000,2024-08-31,opendental,opendental,2024-08-27,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-10-31,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-08-01,98.0,351.0,929.0,407.0,47.0,0.0,256.0,True,True,True,500Ps00000HS3pDIAT,Closed Cancelled,2024-09-05,Going to 8x8 and Flex due to way to many issues during onboarding. Biggest issue was Weave did not port their main number and 8x8 released it. Luckily they caught it and got it back in time to not lose it.,Service,Dissatisfaction with Onboarding Experience,3
s00668025,668025.0,e012ccd2-b751-4d14-b78a-abb68e6cefed,Rose Crest Dental,Single,Single,Dental,Dental,Dental,False,False,,,614.51,1229.02000,2025-02-28,opendentallocal,opendentallocal,,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-04-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,0.0,0.0,0.0,19.0,0.0,0.0,0.0,True,True,True,500Ps00000ay47GIAQ,Pending - Cancelling,2025-03-12,"From OB: Matt reached out asking to cancel. When I asked him over email what was prompting the cancellation request, he replied ""It was a business decision. We have a cheaper option which falls in line with our needs as a start-up."" It sounds like he may be saveable if we can get to the right price point.",,,3
s00218780,218780.0,bd3e48af-8e9c-4b35-ac28-116294adb795,"JAMES R. PEOPLES III, DDS, PLLC",Single,Single,Dental,Dental,Dental,False,False,,2024-03-06,14.75,29.50000,2024-03-31,WinOMS,WinOMS,2024-03-28,WeavePlus Software Only - Essentials,WeavePlus Software Only - Essentials,Churn,2024-05-31,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-03-01,76.0,345.0,0.0,0.0,0.0,0.0,298.0,True,False,False,500Ps0000099Yi2IAE,Closed Cancelled,2024-03-30,"The OM really wanted Weave, but the doctor got involved and shut it down. AE quickly jumped on the phone with the office, and him and the OM were trying really hard to convince the doctor that they need Weave, but he would not consider the idea. We did not receive any more details as to why he would not consider it an option.",,,3
s00425745,425745.0,73192d86-6339-4fb2-8f39-1e62fc5a0e23,STRATHMOOR FAMILY DENTISTRY,Single,Single,Dental,Dental,Dental,False,False,,2024-06-17,769.79,3698.98000,2024-06-30,Eaglesoft 18,Eaglesoft 18,2024-06-21,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-11-30,5.0,2.0,0.0,3.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-06-01,29.0,108.0,249.0,227.0,0.0,0.0,34.0,True,True,True,500Ps00000JY4awIAD,Closed Cancelled,2024-10-08,"Chris explained that, being a new customer, he did not get the time and attention that he felt he needed. They ran into Billing issues where his free months of service were not applied. Once he got through onboarding he could not get a hold of anyone. He has already signed with RevenueWell and is set with his decision.",Service,Billing Issues,3
s00440578,440578.0,29c38c31-87c4-4661-8ed9-d74c21442182,Ramona Dental,Single,Single,Dental,Dental,,False,False,,2024-08-13,763.82,3055.28000,2024-08-31,dentrixg5,dentrixg5,2024-08-22,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-12-31,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-01,36.0,156.0,351.0,247.0,25.0,0.0,105.0,True,True,True,500Ps00000J7W9uIAF,Closed Cancelled,2024-10-01,"The office has decided to fully cancel due to multiple support related issues, devices kept disconnecting from computer daily so call pop never worked, dsa issues, onboarding was not great but not because of the Onboarder themselves, just more because our system requires a lot of hands on from the office and she would prefer that we set everything up for them. She thought a lot of the issues were probably because we are still using the legacy app and not everything is set up with NWX so there is a lot of funky back and forth that made it confusing and seem inconsistent.
She never cancelled with Nexhealth so she's moving back to them and Cox for phone service.",Service,Failure to Resolve Issues,2
s00211452,211452.0,15a46b5e-b7b9-40fe-8982-2c1471ec228f,NASE FAMILY DENTAL,Single,Single,Dental,Dental,Dental,False,False,,,681.43,2044.29000,2025-03-31,dentrixg5,dentrixg5,,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-06-30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-03-01,3.0,1.0,661.0,519.0,0.0,0.0,0.0,True,True,True,500Ps00000g9e9LIAQ,Closed Cancelled,2025-05-02,"Sean,

I would like to end my service with Weave. Like I shared with you the other day, I found out that I can get VOIP phone service through my current company that I have my patient recall, reviews, forms, etc. already. When I signed up with Weave, I was misled by the sales person who told me that Weave is the only company that provides VOIP phones, patient recall, etc all inclusive. I was disappointed in the brief onboarding training process, and felt not enough time was spent in explaining the set up. Now that I have finally figured things out by myself, with the help of customer service (that has not always provided me with accurate information), I have discovered that Weave does not offer the option for individualized text and/or email recall as a blended option for patient communication preferences. Having to use all text, or all email without individualized choice is really a huge disadvantage in our practice. My current system allows for that and it is great.",,,3
s00558212,558212.0,4720d1ee-2c23-48c2-8f44-ad5b7a1c2af1,Topanga Veterinary Clinic,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,,2024-03-04,556.82,2784.10000,2024-03-31,avimark,avimark,2024-03-05,WeavePlus - Pro,WeavePlus - Pro,Churn,2024-08-31,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2024-03-01,327.0,410.0,1533.0,391.0,122.0,0.0,122.0,True,True,True,500Ps00000DpdUVIAZ,Closed Cancelled,2024-07-01,"Office is moving to Petdesk and Kontak full platform due to lower pricing, support not being able to resolve technical issues with downloading call recordings and audio quality, and they will be integrating with the EHR they are moving to soon.",Pricing,Lower Price,1
s00558798,558798.0,1b345f63-a290-4125-8368-5ee87e134791,Dr. T Vet Care,Single,Single,Dental,Dental,Vet Clinic,False,False,,2024-05-08,252.92,505.84000,2024-05-31,daysmartvet,daysmartvet,,WeaveCore - Essentials,WeaveCore - Essentials,Churn,2024-07-31,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-05-01,2.0,2.0,419.0,303.0,0.0,0.0,0.0,False,False,True,500Ps00000C8o5cIAB,Closed Cancelled,2024-05-31,"This office was on VOIP already, and had to get new ethernet ports installed in order for our phones to work. It wasn't a simple swap out for them. So they had to spend so much more money for this to have those installed and they are just wanting to stay where they are. They also were worried about the functionality of the software compared to what they currently have and decided it'd be best to stay where they are there as well. The AE attempted to save but was unable to and let us know to cancel the account",,,2
s00671787,671787.0,2eebb4b7-24fc-4f81-b60e-b5f8f2c6c768,National Mental Health,Single,Single,Medical,Med-Rehab,Mental Health,False,False,,,749.82,749.82000,2025-05-31,athenahealth,athenahealth,2025-05-13,WeaveCore - Ultimate,WeaveCore - Ultimate,Churn,2025-06-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-05-01,444.0,1121.0,1672.0,890.0,0.0,0.0,14.0,False,True,True,500Ps00000islgcIAA,Closed Cancelled,2025-05-29,"Based on Alexis's feedback, here are the key issues with Weave's Customer Experience:

1. Poor onboarding experience:
- Support agent rushed through instructions
- Failed to properly explain important features like call intelligence
- Lacked detailed instructions and guidance

2. Inadequate technical support:
- No clear answers about phone system issues
- Never provided explanations of what was wrong
- No solutions or ETAs for fixes
- Kept saying ""we don't know"" and ""we're looking into it""
- Issues were escalated to tier 2 but problems remained unresolved

3. Phone system problems:
- Dropped calls
- Users unable to answer calls
- Non-functioning answer/ignore buttons
- Do Not Disturb button malfunctioning
- Issues affected both office and remote employees

The poor support experience and unresolved technical issues ultimately led Alexis to cancel the service and switch back to RingCentral, especially after receiving negative reviews from patients about phone issues.",Product Issues,Call Quality / Network Compatibility,3
s00239176,239176.0,268782e3-a3b5-42de-8a3e-7ac27b443a80,Williamson Dental,Single,Single,Dental,Dental,Dental,False,False,,2025-02-21,878.47,4673.82000,2025-02-28,Eaglesoft 18,Eaglesoft 18,2025-03-05,Patterson Bundle,Patterson Bundle,Churn,2025-08-31,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,3.0,5.0,237.0,237.0,0.0,0.0,0.0,True,True,True,500Ps00000pJnJ5IAK,Closed Cancelled,2025-07-22,"Office is moving to Vyne Dental for software and Mango for communication full platform.  They could not get a hold of their onboarder when they had questions and felt left on their own when setting up their digital forms.  They thought the insurance verification feature was lackluster in terms of details in the reports, and the online scheduling tool would display appointment times that were not actually available to choose from creating patient confusion.",Product Issues,Product Functionality Issues,2
s00668517,668517.0,1dfb6243-0a0c-4866-83b5-4d5c8c6db799,Harmony Medical,Single,Single,Medical,Med-Rehab,Primary Care,False,False,,,306.22,612.44000,2025-03-31,,,2025-03-19,WeaveCore - Pro,WeaveCore - Pro,Churn,2025-05-31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-03-01,147.0,179.0,30.0,18.0,23.0,14.0,37.0,False,True,True,500Ps00000d3J4VIAU,Closed Cancelled,2025-04-02,The office felt like there was no follow-through with their onboarder. They felt like there was a lot of mistakes that weren't addressed. They felt ghosted by the OB and the sales rep. They are moving back to google voice because its so much cheaper.,Customer Experience,Onboarding,3
s00667115,667115.0,16fb57ce-50d6-47da-943d-7f26041ae63e,House Calls Mobile Pet Clinic,Single,Single,Veterinary,Veterinary,Mobile Clinic,False,False,,2025-07-07,503.29,1006.58000,2025-07-31,evetpractice,evetpractice,,WeavePlus - Pro,WeavePlus - Pro,Churn,2025-09-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2025-07-01,1.0,2.0,0.0,6.0,0.0,0.0,0.0,True,True,True,500Ps00000uIiSBIA0,Closed Cancelled,2025-09-04,"Office became unresponsive/requested to cancel after running into a port rejection. Both the AE and the OB tried to solve the problem, walk through obtaining the PIN and save the office. Once the AE was able to reach them, they weren't interested in continuing and asked we cancel.",,,3
s00666998,666998.0,1096c3f9-da6a-4bdf-a2d9-d17ec6433faa,Chesdin Animal Hospital,Single,Single,Veterinary,Veterinary,Vet Clinic,False,False,,,754.20,2262.60000,2025-02-28,avimark,avimark,,WeavePlus - Elite,WeavePlus - Elite,Churn,2025-05-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-02-01,1.0,7.0,724.0,274.0,0.0,0.0,0.0,True,True,True,500Ps00000cf0B9IAI,Closed Cancelled,2025-03-31,"The customer asked to cancel over issues with the phone tree, the office said it was non negotiable and they were cancelling. No word back from AE for the past few weeks.",,,3
s00166281,166281.0,9abedb9d-2600-44a7-b942-aeec07be4510,All Smiles Dental,Single,Single,Dental,Dental,,False,False,,,707.65,2855.60000,2024-07-31,,,2024-07-23,WeavePlus - Elite,WeavePlus - Elite,Churn,2024-11-30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2024-07-01,4.0,2.0,163.0,136.0,0.0,0.0,0.0,True,True,True,500Ps00000KOx55IAD,Closed Cancelled,2024-10-21,Spoke with Maritza. Confirmed they are moving to Adit with all features of Elite we offer for $299. Confirmed the 30 percent discount i could provide and phones only $299. Customer declined.,Pricing,Lower Price,2
